No.,Check,Group,Website image location,Page,Variant,Target key,Manual assignment
580,[ ],Before After Pair,Two Stage Polish — Before & After — Set 3 — After,/two-stage-polish,set-3-after,landing:two-stage-polish:before-after:3:after,Check live Photo Studio
581,[ ],Page Background,Two Stage Polish — optional page background,/two-stage-polish,explicit,page-background:/two-stage-polish,Check live Photo Studio
582,[ ],Landing Hero,Vinyl Wrapping — landing page hero,/vinyl-wrapping,hero,landing:vinyl-wrapping:hero,Check live Photo Studio
583,[ ],Landing Gallery,Vinyl Wrapping — gallery image 1,/vinyl-wrapping,1,landing:vinyl-wrapping:gallery:1,Check live Photo Studio
584,[ ],Landing Gallery,Vinyl Wrapping — gallery image 2,/vinyl-wrapping,2,landing:vinyl-wrapping:gallery:2,Check live Photo Studio
585,[ ],Landing Gallery,Vinyl Wrapping — gallery image 3,/vinyl-wrapping,3,landing:vinyl-wrapping:gallery:3,Check live Photo Studio
586,[ ],Proof Image,Vinyl Wrapping — review proof image,/vinyl-wrapping,review-proof,landing:vinyl-wrapping:review-proof,Check live Photo Studio
587,[ ],Before After Pair,Vinyl Wrapping — Before & After — Set 1 — Before,/vinyl-wrapping,set-1-before,landing:vinyl-wrapping:before-after:1:before,Check live Photo Studio
588,[ ],Before After Pair,Vinyl Wrapping — Before & After — Set 1 — After,/vinyl-wrapping,set-1-after,landing:vinyl-wrapping:before-after:1:after,Check live Photo Studio
589,[ ],Before After Pair,Vinyl Wrapping — Before & After — Set 2 — Before,/vinyl-wrapping,set-2-before,landing:vinyl-wrapping:before-after:2:before,Check live Photo Studio
590,[ ],Before After Pair,Vinyl Wrapping — Before & After — Set 2 — After,/vinyl-wrapping,set-2-after,landing:vinyl-wrapping:before-after:2:after,Check live Photo Studio
591,[ ],Before After Pair,Vinyl Wrapping — Before & After — Set 3 — Before,/vinyl-wrapping,set-3-before,landing:vinyl-wrapping:before-after:3:before,Check live Photo Studio
592,[ ],Before After Pair,Vinyl Wrapping — Before & After — Set 3 — After,/vinyl-wrapping,set-3-after,landing:vinyl-wrapping:before-after:3:after,Check live Photo Studio
593,[ ],Page Background,Vinyl Wrapping — optional page background,/vinyl-wrapping,explicit,page-background:/vinyl-wrapping,Check live Photo Studio
594,[ ],Landing Hero,Window Tinting — landing page hero,/window-tinting,hero,landing:window-tinting:hero,Check live Photo Studio
595,[ ],Landing Gallery,Window Tinting — gallery image 1,/window-tinting,1,landing:window-tinting:gallery:1,Check live Photo Studio
596,[ ],Landing Gallery,Window Tinting — gallery image 2,/window-tinting,2,landing:window-tinting:gallery:2,Check live Photo Studio
597,[ ],Landing Gallery,Window Tinting — gallery image 3,/window-tinting,3,landing:window-tinting:gallery:3,Check live Photo Studio
598,[ ],Proof Image,Window Tinting — review proof image,/window-tinting,review-proof,landing:window-tinting:review-proof,Check live Photo Studio
599,[ ],Before After Pair,Window Tinting — Before & After — Set 1 — Before,/window-tinting,set-1-before,landing:window-tinting:before-after:1:before,Check live Photo Studio
600,[ ],Before After Pair,Window Tinting — Before & After — Set 1 — After,/window-tinting,set-1-after,landing:window-tinting:before-after:1:after,Check live Photo Studio
601,[ ],Before After Pair,Window Tinting — Before & After — Set 2 — Before,/window-tinting,set-2-before,landing:window-tinting:before-after:2:before,Check live Photo Studio
602,[ ],Before After Pair,Window Tinting — Before & After — Set 2 — After,/window-tinting,set-2-after,landing:window-tinting:before-after:2:after,Check live Photo Studio
603,[ ],Before After Pair,Window Tinting — Before & After — Set 3 — Before,/window-tinting,set-3-before,landing:window-tinting:before-after:3:before,Check live Photo Studio
604,[ ],Before After Pair,Window Tinting — Before & After — Set 3 — After,/window-tinting,set-3-after,landing:window-tinting:before-after:3:after,Check live Photo Studio
605,[ ],Page Background,Window Tinting — optional page background,/window-tinting,explicit,page-background:/window-tinting,Check live Photo Studio
606,[ ],Landing Hero,Windshield Ceramic Coating — landing page hero,/windshield-ceramic-coating,hero,landing:windshield-ceramic-coating:hero,Check live Photo Studio
607,[ ],Landing Gallery,Windshield Ceramic Coating — gallery image 1,/windshield-ceramic-coating,1,landing:windshield-ceramic-coating:gallery:1,Check live Photo Studio
608,[ ],Landing Gallery,Windshield Ceramic Coating — gallery image 2,/windshield-ceramic-coating,2,landing:windshield-ceramic-coating:gallery:2,Check live Photo Studio
609,[ ],Landing Gallery,Windshield Ceramic Coating — gallery image 3,/windshield-ceramic-coating,3,landing:windshield-ceramic-coating:gallery:3,Check live Photo Studio
610,[ ],Proof Image,Windshield Ceramic Coating — review proof image,/windshield-ceramic-coating,review-proof,landing:windshield-ceramic-coating:review-proof,Check live Photo Studio
611,[ ],Before After Pair,Windshield Ceramic Coating — Before & After — Set 1 — Before,/windshield-ceramic-coating,set-1-before,landing:windshield-ceramic-coating:before-after:1:before,Check live Photo Studio
612,[ ],Before After Pair,Windshield Ceramic Coating — Before & After — Set 1 — After,/windshield-ceramic-coating,set-1-after,landing:windshield-ceramic-coating:before-after:1:after,Check live Photo Studio
613,[ ],Before After Pair,Windshield Ceramic Coating — Before & After — Set 2 — Before,/windshield-ceramic-coating,set-2-before,landing:windshield-ceramic-coating:before-after:2:before,Check live Photo Studio
614,[ ],Before After Pair,Windshield Ceramic Coating — Before & After — Set 2 — After,/windshield-ceramic-coating,set-2-after,landing:windshield-ceramic-coating:before-after:2:after,Check live Photo Studio
615,[ ],Before After Pair,Windshield Ceramic Coating — Before & After — Set 3 — Before,/windshield-ceramic-coating,set-3-before,landing:windshield-ceramic-coating:before-after:3:before,Check live Photo Studio
616,[ ],Before After Pair,Windshield Ceramic Coating — Before & After — Set 3 — After,/windshield-ceramic-coating,set-3-after,landing:windshield-ceramic-coating:before-after:3:after,Check live Photo Studio
617,[ ],Page Background,Windshield Ceramic Coating — optional page background,/windshield-ceramic-coating,explicit,page-background:/windshield-ceramic-coating,Check live Photo Studio
